FASB157,Net Asset Value,Price Confirm,Asset Liability,Portfolio,Portfolio Name,Value Date,Investment Currency, Quantity , Account Type , Finance Account , FX Rate , Market Price , Book Market Price ,Price Date,Price Source,PM Price Source, Unit Cost , Local Cost , Book Cost Not , Local Mkt Value , Book Mkt Value , Local Cost Not , Book Curr Not , Local Curr Not , Book Unit Cost , Book Accrued Interest , Local Accrued Interest ,Strategy,Custodian Code,Custodian Account,Legal Entity,Investment,Security Description,Base Currency,IG NonIG,Custodian Name,Report Group Name,Source,Last Updated By,Last Updated Date,Top Level SecType,Mid Level SecType,Third Level SecType,FASB157
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-8,, Interest Payable Swaps ,1,1,1,12/29/2017,Bloomberg,,,,180400,180400,180400,180400,,,1, -   , -   ,,CITI,,,Position 1804,Position 1804,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,1,, Interest Receivable Broker ,1,1,1,12/29/2017,Bloomberg,,,,180500,180500,180500,180500,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1805,Position 1805,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,360.00,, Cash - Pending ,1,1,1,12/29/2017,Bloomberg,,,,180600,180600,180600,180600,,,1, -   , -   ,,CITI,,,Position 1806,Position 1806,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,CAD       ,61.00,, Cash ,0.8,0.8,0.8,12/29/2017,Bloomberg,,,,180700,180700,180700,180700,,,0.8, -   , -   ,,MORGAN STANLEY,,,Position 1807,Position 1807,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,"-24,857.00",, Cash ,1,1,1,12/29/2017,Bloomberg,,,,180800,180800,180800,180800,,,1, -   , -   ,,CITI,,,Position 1808,Position 1808,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,10.00,, Cash ,1,1,1,12/29/2017,Bloomberg,,,,180900,180900,180900,180900,,,1, -   , -   ,,CITI,,,Position 1809,Position 1809,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,99.00,, Cash ,1,1,1,12/29/2017,Bloomberg,,,,181000,181000,181000,181000,,,1, -   , -   ,,CITIBANK,,,Position 1810,Position 1810,USD,Indeterminate,Citibank,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-13.00,, Accrued Legal Fees Payable ,1,1,1,12/29/2017,Bloomberg,,,,181100,181100,181100,181100,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1811,Position 1811,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-259.00,, Accrued Audit and Tax Fees Payable ,1,1,1,12/29/2017,Bloomberg,,,,181200,181200,181200,181200,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1812,Position 1812,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,0,, Interest Receivable Broker ,1,1,1,12/29/2017,Bloomberg,,,,181300,181300,181300,181300,,,1, -   , -   ,,_MS FUTURES,,,Position 1813,Position 1813,USD,Indeterminate,_MS Futures,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,40.00,, Interest Receivable Broker ,1,1,1,12/29/2017,Bloomberg,,,,181400,181400,181400,181400,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1814,Position 1814,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-650.00,, Cash ,1,1,1,12/29/2017,Bloomberg,,,,181500,181500,181500,181500,,,1, -   , -   ,,GEMINI,,,Position 1815,Position 1815,USD,Indeterminate,GEMINI,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,CAD       ,41.00,, Cash ,0.8,0.8,0.8,12/29/2017,Bloomberg,,,,181600,181600,181600,181600,,,0.8, -   , -   ,,CITI,,,Position 1816,Position 1816,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,-2,, Cash ,1.2,1.2,1.2,12/29/2017,Bloomberg,,,,181700,181700,181700,181700,,,1.19, -   , -   ,,MORGAN STANLEY,,,Position 1817,Position 1817,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-100.00,, Interest Payable Swaps ,1,1,1,12/29/2017,Bloomberg,,,,181800,181800,181800,181800,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1818,Position 1818,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-145.00,, Interest Payable Swaps ,1,1,1,12/29/2017,Bloomberg,,,,181900,181900,181900,181900,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1819,Position 1819,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-3,, DividendWithholdingTaxPayable ,1,1,1,12/29/2017,Bloomberg,,,,182000,182000,182000,182000,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1820,Position 1820,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,500.00,, Cash ,1,1,1,12/29/2017,Bloomberg,,,,182100,182100,182100,182100,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1821,Position 1821,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,48.00,, DividendsReceivable ,1,1,1,12/29/2017,Bloomberg,,,,182200,182200,182200,182200,,,1, -   , -   ,,CITI,,,Position 1822,Position 1822,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,"1,129.00",, Organization Costs ,1,1,1,12/29/2017,Bloomberg,,,,182300,182300,182300,182300,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1823,Position 1823,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,11.00,, DividendsReceivable ,1,1,1,12/29/2017,Bloomberg,,,,182400,182400,182400,182400,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1824,Position 1824,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,0,, Cash ,1.2,1.2,1.2,12/29/2017,Bloomberg,,,,182500,182500,182500,182500,,,1.18, -   , -   ,,CITI,,,Position 1825,Position 1825,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,58.00,, Cash ,1,1,1,12/29/2017,Bloomberg,,,,182600,182600,182600,182600,,,1, -   , -   ,,CITI,,,Position 1826,Position 1826,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,-25.00,, Accrued Admin Fee Payable ,1,1,1,12/29/2017,Bloomberg,,,,182700,182700,182700,182700,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1827,Position 1827,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Cash and Other Assets/Liabilities,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,"1,500.00",, Cash ,1,1,1,12/29/2017,Bloomberg,,,,182800,182800,182800,182800,,,1, -   , -   ,,BONY,,,Position 1828,Position 1828,USD,Indeterminate,BONY,,,,43111.92222,Currency,Currency,Currency,Cash and Other Assets/Liabilities
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,114.00,, N.A. ,1,37.8,37.8,12/29/2017,Bloomberg,,,,182900,182900,182900,182900,,,31.88, -   , -   ,,MORGAN STANLEY,,,Position 1829,Position 1829,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Depository Receipt,Depository Receipt,Level 1
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,JPY       ,"-1,403,435.00",, N.A. ,0.01,1,0.01,12/31/2017,Bloomberg,,,,183000,183000,183000,183000,,,0.01, -   , -   ,,MORGAN STANLEY,,,Position 1830,Position 1830,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,"6,653.00",, N.A. ,1,1,1,12/31/2017,Bloomberg,,,,183100,183100,183100,183100,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1831,Position 1831,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,"12,383.00",, N.A. ,1,1,1,12/31/2017,Bloomberg,,,,183200,183200,183200,183200,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1832,Position 1832,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,"-8,622.00",, N.A. ,1.2,1,1.2,12/31/2017,Bloomberg,,,,183300,183300,183300,183300,,,1.18, -   , -   ,,MORGAN STANLEY,,,Position 1833,Position 1833,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,"-5,647.00",, N.A. ,1.2,1,1.2,12/31/2017,Bloomberg,,,,183400,183400,183400,183400,,,1.18, -   , -   ,,MORGAN STANLEY,,,Position 1834,Position 1834,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,"1,566.00",, N.A. ,1,1,1,12/31/2017,Bloomberg,,,,183500,183500,183500,183500,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1835,Position 1835,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,"-1,325.00",, N.A. ,1.2,1,1.2,12/31/2017,Bloomberg,,,,183600,183600,183600,183600,,,1.18, -   , -   ,,MORGAN STANLEY,,,Position 1836,Position 1836,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,"10,189.00",, N.A. ,1,1,1,12/31/2017,Bloomberg,,,,183700,183700,183700,183700,,,1, -   , -   ,,MORGAN STANLEY,,,Position 1837,Position 1837,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,FX Forwards,FX Forwards,Level 2
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,CAD       ,10.00,, N.A. ,0.8,762.02,605.88,12/29/2017,Bloomberg,,,,183800,183800,183800,183800,,,472.52, -   , -   ,,MORGAN STANLEY,,,Position 1838,Position 1838,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,181.00,, N.A. ,1,26.17,26.17,12/29/2017,Bloomberg,,,,183900,183900,183900,183900,,,22.71, -   , -   ,,MORGAN STANLEY,,,Position 1839,Position 1839,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,582.00,, N.A. ,1.2,9.06,10.88,12/29/2017,Bloomberg,,,,184000,184000,184000,184000,,,11.24, -   , -   ,,MORGAN STANLEY,,,Position 1840,Position 1840,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,HKD       ,345.00,, N.A. ,0.13,406,51.97,12/29/2017,Bloomberg,,,,184100,184100,184100,184100,,,24.51, -   , -   ,,MORGAN STANLEY,,,Position 1841,Position 1841,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,59.00,, N.A. ,1.2,167.15,200.62,12/29/2017,Bloomberg,,,,184200,184200,184200,184200,,,178.62, -   , -   ,,MORGAN STANLEY,,,Position 1842,Position 1842,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,96.00,, N.A. ,1,26.17,26.17,12/29/2017,Bloomberg,,,,184300,184300,184300,184300,,,21.34, -   , -   ,,CITI,,,Position 1843,Position 1843,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,493.00,, N.A. ,1.2,9.06,10.88,12/29/2017,Bloomberg,,,,184400,184400,184400,184400,,,10.68, -   , -   ,,CITI,,,Position 1844,Position 1844,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,HKD       ,72.00,, N.A. ,0.13,83.35,10.67,12/29/2017,Bloomberg,,,,184500,184500,184500,184500,,,12.09, -   , -   ,,MORGAN STANLEY,,,Position 1845,Position 1845,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,99.00,, N.A. ,1.2,31.54,37.86,12/29/2017,Bloomberg,,,,184600,184600,184600,184600,,,34.32, -   , -   ,,CITI,,,Position 1846,Position 1846,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,EUR       ,465.00,, N.A. ,1.2,31.54,37.86,12/29/2017,Bloomberg,,,,184700,184700,184700,184700,,,31.67, -   , -   ,,MORGAN STANLEY,,,Position 1847,Position 1847,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,Non-US Common Stock,Level 1
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,401.00,, N.A. ,1,"3,495.00",31.02,12/29/2017,Bloomberg,,,,184800,184800,184800,184800,,, -   , -   , -   ,,MORGAN STANLEY,,,Position 1848,Position 1848,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,Total Return Swap,TR Swap - Single Name Equity,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,441.00,, N.A. ,1,17.26,17.26,12/29/2017,Bloomberg,,,,184900,184900,184900,184900,,, -   , -   , -   ,,MORGAN STANLEY,,,Position 1849,Position 1849,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,Total Return Swap,TR Swap - Single Name Equity,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,86.00,, N.A. ,1,30.49,30.49,12/29/2017,Bloomberg,,,,185000,185000,185000,185000,,, -   , -   , -   ,,CITI,,,Position 1850,Position 1850,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,OTC Derivative Contracts,Total Return Swap,TR Swap - Single Name Equity,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,115.00,, N.A. ,1,30.49,30.49,12/29/2017,Bloomberg,,,,185100,185100,185100,185100,,, -   , -   , -   ,,MORGAN STANLEY,,,Position 1851,Position 1851,USD,Indeterminate,Morgan Stanley,,,,43111.92222,OTC Derivative Contracts,Total Return Swap,TR Swap - Single Name Equity,Level 2
Level 2,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,616.00,, N.A. ,1,17.26,17.26,12/29/2017,Bloomberg,,,,185200,185200,185200,185200,,, -   , -   , -   ,,CITI,,,Position 1852,Position 1852,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,OTC Derivative Contracts,Total Return Swap,TR Swap - Single Name Equity,Level 2
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,223.00,, N.A. ,1,85.54,85.54,12/29/2017,Bloomberg,,,,185300,185300,185300,185300,,,66.34, -   , -   ,,MORGAN STANLEY,,,Position 1853,Position 1853,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,238.00,, N.A. ,1,65.98,65.98,12/29/2017,Bloomberg,,,,185400,185400,185400,185400,,,50.36, -   , -   ,,MORGAN STANLEY,,,Position 1854,Position 1854,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,283.00,, N.A. ,1,30.49,30.49,12/29/2017,Bloomberg,,,,185500,185500,185500,185500,,,31.14, -   , -   ,,CITI,,,Position 1855,Position 1855,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,20.00,, N.A. ,1,114.02,114.02,12/29/2017,Bloomberg,,,,185600,185600,185600,185600,,,113.1, -   , -   ,,CITI,,,Position 1856,Position 1856,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,207.00,, N.A. ,1,55.01,55.01,12/29/2017,Bloomberg,,,,185700,185700,185700,185700,,,54.86, -   , -   ,,MORGAN STANLEY,,,Position 1857,Position 1857,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,39.00,, N.A. ,1,99.69,99.69,12/29/2017,Bloomberg,,,,185800,185800,185800,185800,,,148.93, -   , -   ,,MORGAN STANLEY,,,Position 1858,Position 1858,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,62.00,, N.A. ,1,223.66,223.66,12/29/2017,Bloomberg,,,,185900,185900,185900,185900,,,217.57, -   , -   ,,MORGAN STANLEY,,,Position 1859,Position 1859,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,473.00,, N.A. ,1,53.84,53.84,12/29/2017,Bloomberg,,,,186000,186000,186000,186000,,,45.63, -   , -   ,,MORGAN STANLEY,,,Position 1860,Position 1860,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,154.00,, N.A. ,1,53.84,53.84,12/29/2017,Bloomberg,,,,186100,186100,186100,186100,,,48.01, -   , -   ,,CITI,,,Position 1861,Position 1861,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,197.00,, N.A. ,1,43.13,43.13,12/29/2017,Bloomberg,,,,186200,186200,186200,186200,,,36.24, -   , -   ,,MORGAN STANLEY,,,Position 1862,Position 1862,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,101.00,, N.A. ,1,31.99,31.99,12/29/2017,Bloomberg,,,,186300,186300,186300,186300,,,32.28, -   , -   ,,MORGAN STANLEY,,,Position 1863,Position 1863,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,84.00,, N.A. ,1,154.68,154.68,12/29/2017,Bloomberg,,,,186400,186400,186400,186400,,,133.32, -   , -   ,,MORGAN STANLEY,,,Position 1864,Position 1864,USD,Indeterminate,Morgan Stanley,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
Level 1,,Not Confirmed by Admin,Confirmed By Admin,,Fund 4,12/31/2017,USD       ,58.00,, N.A. ,1,77.76,77.76,12/29/2017,Bloomberg,,,,186500,186500,186500,186500,,,88.66, -   , -   ,,CITI,,,Position 1865,Position 1865,USD,Indeterminate,CITI Fixed Income Direct,,,,43111.92222,Corporate Equity,Common Stock,US Common Stock,Level 1
